Robot X[m],Robot Y[m],Robot Theta[rads],Landmark X[m],Landmark Y[m],Range[m],Bearing[rads]
3.0872451,-1.0961851,-2.075,3.12907696,-5.5581163,3.971,0.506
3.0802705,-1.1105987,-2.0801,0.97259759,-3.19151915,2.953,-0.292
3.0802705,-1.1105987,-2.0801,0.48704624,-4.95127346,4.698,-0.092
3.0802705,-1.1105987,-2.0801,2.65345619,-3.75123336,2.617,0.337
3.0802705,-1.1105987,-2.0801,3.12907696,-5.5581163,3.971,0.509
3.0643314,-1.1380091,-2.0746,0.97259759,-3.19151915,2.898,-0.296
3.0643314,-1.1380091,-2.0746,0.48704624,-4.95127346,4.721,-0.091
3.0643314,-1.1380091,-2.0746,2.65345619,-3.75123336,2.564,0.341
3.0643314,-1.1380091,-2.0746,3.12907696,-5.5581163,3.927,0.512
3.0581757,-1.1519696,-2.0833,0.97259759,-3.19151915,2.889,-0.297
3.0581757,-1.1519696,-2.0833,0.48704624,-4.95127346,4.67,-0.091
3.0581757,-1.1519696,-2.0833,2.65345619,-3.75123336,2.548,0.343
3.0581757,-1.1519696,-2.0833,3.12907696,-5.5581163,3.916,0.511
3.0497081,-1.1651642,-2.0764,0.97259759,-3.19151915,2.865,-0.299
3.0497081,-1.1651642,-2.0764,0.48704624,-4.95127346,4.649,-0.091
3.0497081,-1.1651642,-2.0764,2.65345619,-3.75123336,2.539,0.341
3.0488088,-1.1677768,-2.0883,0.97259759,-3.19151915,2.875,-0.291
3.0488088,-1.1677768,-2.0883,0.48704624,-4.95127346,4.652,-0.084
3.0488088,-1.1677768,-2.0883,2.65345619,-3.75123336,2.523,0.356
3.0488088,-1.1677768,-2.0883,3.12907696,-5.5581163,3.916,0.52
3.044908,-1.1747646,-2.0825,0.97259759,-3.19151915,2.865,-0.296
3.044908,-1.1747646,-2.0825,0.48704624,-4.95127346,4.63,-0.089
3.044908,-1.1747646,-2.0825,2.65345619,-3.75123336,2.526,0.35
3.044908,-1.1747646,-2.0825,3.12907696,-5.5581163,3.916,0.515
3.0385533,-1.185224,-2.0818,0.97259759,-3.19151915,2.835,-0.311
3.0377243,-1.1869133,-2.0828,2.65345619,-3.75123336,2.539,0.337
3.0317301,-1.1979557,-2.0841,0.97259759,-3.19151915,2.837,-0.298
3.0317301,-1.1979557,-2.0841,0.48704624,-4.95127346,4.617,-0.088
3.0317301,-1.1979557,-2.0841,2.65345619,-3.75123336,2.505,0.352
3.0317301,-1.1979557,-2.0841,3.12907696,-5.5581163,3.916,0.518
3.0238046,-1.212995,-2.0875,0.97259759,-3.19151915,2.816,-0.299
3.0238046,-1.212995,-2.0875,0.48704624,-4.95127346,4.617,-0.088
3.0238046,-1.212995,-2.0875,2.65345619,-3.75123336,2.48,0.356
3.0238046,-1.212995,-2.0875,3.12907696,-5.5581163,3.863,0.522
3.0155039,-1.2257675,-2.0825,0.97259759,-3.19151915,2.79,-0.301
3.0155039,-1.2257675,-2.0825,0.48704624,-4.95127346,4.586,-0.089
3.0155039,-1.2257675,-2.0825,2.65345619,-3.75123336,2.459,0.358
3.0155039,-1.2257675,-2.0825,3.12907696,-5.5581163,3.863,0.519
3.0083464,-1.2418586,-2.0894,0.97259759,-3.19151915,2.791,-0.301
3.0083464,-1.2418586,-2.0894,0.48704624,-4.95127346,4.617,-0.087
3.0083464,-1.2418586,-2.0894,2.65345619,-3.75123336,2.442,0.362
2.9820716,-1.2860852,-2.0815,2.65345619,-3.75123336,2.398,0.368
2.9759185,-1.2991055,-2.089,2.65345619,-3.75123336,2.373,0.369
2.9681502,-1.312134,-2.0876,2.65345619,-3.75123336,2.361,0.37
2.9599012,-1.3266823,-2.0853,2.65345619,-3.75123336,2.353,0.372
2.9522235,-1.3412591,-2.0876,2.65345619,-3.75123336,2.34,0.378
2.9439398,-1.3543045,-2.0811,2.65345619,-3.75123336,2.312,0.38
2.9360914,-1.3703043,-2.0899,2.65345619,-3.75123336,2.325,0.373
2.9268967,-1.3840335,-2.0809,0.97259759,-3.19151915,2.614,-0.321
2.9268967,-1.3840335,-2.0809,2.65345619,-3.75123336,2.28,0.387
2.9202529,-1.3978004,-2.0866,2.65345619,-3.75123336,2.301,0.374
2.9129483,-1.4105142,-2.0858,2.65345619,-3.75123336,2.245,0.39
2.9045466,-1.4245963,-2.0825,2.65345619,-3.75123336,2.234,0.394
2.8984096,-1.4387353,-2.0902,0.48704624,-4.95127346,4.339,-0.092
2.8984096,-1.4387353,-2.0902,2.65345619,-3.75123336,2.209,0.397
2.8822922,-1.466803,-2.0873,2.65345619,-3.75123336,2.183,0.404
2.8745881,-1.4797212,-2.0885,2.65345619,-3.75123336,2.173,0.404
2.8660248,-1.4937863,-2.0816,2.65345619,-3.75123336,2.155,0.402
2.8594298,-1.5087811,-2.0928,2.65345619,-3.75123336,2.13,0.415
2.8532059,-1.5184268,-2.1601,0.48704624,-4.95127346,4.251,-0.02
2.8532059,-1.5184268,-2.1601,2.65345619,-3.75123336,2.052,0.479
2.8470054,-1.5276319,-2.2527,0.48704624,-4.95127346,4.269,0.058
2.8391801,-1.5375562,-2.3457,0.48704624,-4.95127346,4.205,0.136
2.8307794,-1.5467451,-2.4413,0.48704624,-4.95127346,4.092,0.255
2.8246289,-1.551749,-2.5144,0.48704624,-4.95127346,3.989,0.33
2.8148259,-1.5590738,-2.605,0.48704624,-4.95127346,3.863,0.408
2.8038098,-1.5654998,-2.7138,0.97259759,-3.19151915,2.44,0.276
2.7946087,-1.5703296,-2.8026,0.97259759,-3.19151915,2.366,0.363
2.7847772,-1.5741247,-2.8928,0.97259759,-3.19151915,2.276,0.446
2.7737265,-1.5770347,-2.9838,0.84527678,-1.61673856,1.969,-0.145
2.762047,-1.5791576,-3.0799,0.84527678,-1.61673856,1.979,-0.066
2.7517475,-1.5798522,3.1222,0.84527678,-1.61673856,1.975,0.01
2.7414421,-1.5787318,3.0209,0.84527678,-1.61673856,1.957,0.097
2.7304193,-1.5793752,2.9441,0.84527678,-1.61673856,1.904,0.22
2.7189553,-1.5769108,2.8484,0.84527678,-1.61673856,1.862,0.291
2.7083527,-1.5741685,2.7601,0.84527678,-1.61673856,1.801,0.368
2.6984952,-1.5705057,2.6672,1.91856554,-0.82058089,1.09,-0.341
2.6984952,-1.5705057,2.6672,0.84527678,-1.61673856,1.749,0.446
2.68804,-1.5653585,2.7466,0.91765949,0.59631939,2.525,-0.506
2.68804,-1.5653585,2.7466,1.91856554,-0.82058089,1.058,-0.384
2.68804,-1.5653585,2.7466,0.84527678,-1.61673856,1.761,0.403
2.6773188,-1.5617454,2.838,0.84527678,-1.61673856,1.801,0.332
2.666462,-1.558241,2.9271,0.84527678,-1.61673856,1.824,0.274
2.6557391,-1.5555279,3.0066,0.84527678,-1.61673856,1.858,0.153
2.6425368,-1.5535409,3.0803,0.84527678,-1.61673856,1.859,0.087
2.6277917,-1.5516849,3.1385,0.84527678,-1.61673856,1.853,0.039
2.6132316,-1.5533948,-3.0878,0.84527678,-1.61673856,1.842,-0.007
2.5983109,-1.5533056,-3.0381,0.84527678,-1.61673856,1.815,-0.068
2.5811992,-1.5555662,-2.974,0.84527678,-1.61673856,1.796,-0.123
2.5656612,-1.5584382,-2.931,0.84527678,-1.61673856,1.755,-0.192
2.5493592,-1.5621653,-2.8867,0.84527678,-1.61673856,1.731,-0.225
2.5493592,-1.5621653,-2.8867,0.97259759,-3.19151915,2.061,0.523
2.5336738,-1.564975,-2.8816,0.84527678,-1.61673856,1.718,-0.232
2.5336738,-1.564975,-2.8816,0.97259759,-3.19151915,2.039,0.52
2.5193602,-1.5703617,-2.8878,0.97259759,-3.19151915,2.026,0.522
2.5041717,-1.573843,-2.8895,0.84527678,-1.61673856,1.684,-0.239
2.5041717,-1.573843,-2.8895,0.97259759,-3.19151915,2.019,0.523
2.4890007,-1.5774998,-2.8849,0.84527678,-1.61673856,1.675,-0.24
2.4746152,-1.5828294,-2.8931,0.84527678,-1.61673856,1.656,-0.243
2.4582616,-1.5852366,-2.884,0.84527678,-1.61673856,1.646,-0.244
2.4428377,-1.590941,-2.8881,0.84527678,-1.61673856,1.618,-0.25
2.4264574,-1.5945387,-2.8874,0.84527678,-1.61673856,1.605,-0.251
2.4114958,-1.5987384,-2.8843,0.84527678,-1.61673856,1.593,-0.255
2.3960152,-1.6037569,-2.8945,0.84527678,-1.61673856,1.581,-0.257
2.379934,-1.6074122,-2.8871,0.84527678,-1.61673856,1.555,-0.26
2.3647425,-1.6124209,-2.8961,0.84527678,-1.61673856,1.543,-0.261
2.3489451,-1.6146285,-2.8821,0.84527678,-1.61673856,1.523,-0.267
2.3336974,-1.6201797,-2.8877,0.84527678,-1.61673856,1.509,-0.268
2.3191991,-1.6237118,-2.8914,0.84527678,-1.61673856,1.495,-0.269
2.3027198,-1.6278088,-2.8859,0.84527678,-1.61673856,1.474,-0.274
2.2876274,-1.6328717,-2.8941,0.84527678,-1.61673856,1.458,-0.273
2.2716537,-1.6356351,-2.8847,0.84527678,-1.61673856,1.44,-0.28
2.2568844,-1.6409301,-2.8904,0.84527678,-1.61673856,1.432,-0.284
2.2428051,-1.6443056,-2.892,0.84527678,-1.61673856,1.417,-0.284
2.2255814,-1.6487347,-2.8889,0.84527678,-1.61673856,1.391,-0.289
2.2092563,-1.6529845,-2.8922,0.84527678,-1.61673856,1.381,-0.29
2.195404,-1.6563103,-2.8872,0.84527678,-1.61673856,1.367,-0.295
2.18085,-1.6614939,-2.8939,0.84527678,-1.61673856,1.353,-0.298
2.1651905,-1.6642546,-2.8886,0.84527678,-1.61673856,1.334,-0.3
2.1496605,-1.6692242,-2.8892,0.84527678,-1.61673856,1.306,-0.322
2.1334488,-1.6731021,-2.8898,0.84527678,-1.61673856,1.302,-0.309
2.0913577,-1.6831473,-2.977,0.84527678,-1.61673856,1.285,-0.234
2.0754275,-1.6847223,-2.9724,0.84527678,-1.61673856,1.284,-0.216
2.0596578,-1.689159,-2.976,0.84527678,-1.61673856,1.249,-0.266
2.0439793,-1.6905651,-2.9712,0.84527678,-1.61673856,1.234,-0.242
2.0321119,-1.6935416,-3.0623,0.84527678,-1.61673856,1.23,-0.165
2.0164413,-1.6953477,-3.0632,0.84527678,-1.61673856,1.226,-0.164
2.0015922,-1.6961534,-3.0637,0.84527678,-1.61673856,1.214,-0.161
1.9719664,-1.6994328,-3.0934,0.84527678,-1.61673856,1.175,-0.159
1.958461,-1.6996317,-3.1397,0.84527678,-1.61673856,1.178,-0.089
1.9401003,-1.6995668,-3.1405,0.84527678,-1.61673856,1.17,-0.089
1.9247797,-1.7002097,3.14,0.84527678,-1.61673856,1.142,-0.089
1.9087464,-1.6999311,-3.1396,0.84527678,-1.61673856,1.13,-0.093
1.895286,-1.7000151,3.0498,0.84527678,-1.61673856,1.114,-0.034
1.8799571,-1.6995181,3.049,0.84527678,-1.61673856,1.103,-0.003
1.8627242,-1.6971819,3.0543,0.84527678,-1.61673856,1.093,-0.002
1.8474397,-1.6969905,3.0465,0.84527678,-1.61673856,1.071,-0.001
1.833396,-1.6956392,3.0481,0.84527678,-1.61673856,1.066,0.007
1.5950438,-1.5870228,2.1282,0.95289638,2.7093334,4.09,-0.41
1.5792634,-1.5610673,2.0993,0.95289638,2.7093334,4.094,-0.39
1.5473761,-1.5065909,2.1033,0.91765949,0.59631939,2.2,-0.248
1.5224459,-1.4662257,2.0989,0.95289638,2.7093334,3.971,-0.407
1.5078245,-1.4389381,2.105,0.91765949,0.59631939,2.115,-0.26
1.4918818,-1.4118289,2.1038,0.95289638,2.7093334,3.916,-0.414
1.4753149,-1.3863484,2.0975,0.91765949,0.59631939,2.063,-0.262
1.4343165,-1.3163648,2.1014,0.91765949,0.59631939,1.978,-0.273
1.4266382,-1.3026787,2.1027,0.95289638,2.7093334,3.793,-0.421
1.4025088,-1.264357,2.022,0.91765949,0.59631939,1.933,-0.234
1.3975841,-1.2541447,1.9266,0.91765949,0.59631939,1.966,-0.126
1.393681,-1.2443662,1.8476,0.91765949,0.59631939,1.973,-0.05
1.3779408,-1.1396406,1.7006,0.95289638,2.7093334,3.93,-0.022
1.3655861,-1.0449842,1.698,2.39221778,3.80018838,4.772,-0.343
1.3655861,-1.0449842,1.698,0.95289638,2.7093334,3.877,-0.02
1.3655861,-1.0449842,1.698,0.91765949,0.59631939,1.756,0.133
1.3632644,-1.0284541,1.6964,2.39221778,3.80018838,4.7,-0.348
1.3632644,-1.0284541,1.6964,0.8891764,4.40906195,5.521,-0.045
1.3632644,-1.0284541,1.6964,0.95289638,2.7093334,3.836,-0.022
1.3632644,-1.0284541,1.6964,0.91765949,0.59631939,1.748,0.115
1.3611337,-1.012584,1.6977,2.39221778,3.80018838,4.711,-0.346
1.3611337,-1.012584,1.6977,0.8891764,4.40906195,5.521,-0.044
1.3611337,-1.012584,1.6977,0.95289638,2.7093334,3.826,-0.022
1.3611337,-1.012584,1.6977,0.91765949,0.59631939,1.732,0.135
1.359325,-0.9973416,1.6997,2.39221778,3.80018838,4.729,-0.348
1.359325,-0.9973416,1.6997,0.8891764,4.40906195,5.521,-0.045
1.359325,-0.9973416,1.6997,0.95289638,2.7093334,3.819,-0.022
1.359325,-0.9973416,1.6997,0.91765949,0.59631939,1.712,0.134
1.3563007,-0.9802044,1.6964,2.39221778,3.80018838,4.732,-0.349
1.3563007,-0.9802044,1.6964,0.8891764,4.40906195,5.521,-0.046
1.3563007,-0.9802044,1.6964,0.95289638,2.7093334,3.817,-0.024
1.3563007,-0.9802044,1.6964,0.91765949,0.59631939,1.7,0.134
1.3521942,-0.9486529,1.6947,0.91765949,0.59631939,1.691,0.111
1.3459864,-0.9009851,1.6957,0.8891764,4.40906195,5.414,-0.042
1.3447304,-0.8869352,1.6996,2.39221778,3.80018838,4.644,-0.354
1.3447304,-0.8869352,1.6996,0.8891764,4.40906195,5.414,-0.045
1.3447304,-0.8869352,1.6996,0.95289638,2.7093334,3.715,-0.023
1.3447304,-0.8869352,1.6996,0.91765949,0.59631939,1.595,0.143
1.3422429,-0.869802,1.6513,2.39221778,3.80018838,4.693,-0.319
1.3422429,-0.869802,1.6513,0.8891764,4.40906195,5.414,-0.003
1.3422429,-0.869802,1.6513,0.95289638,2.7093334,3.712,0.011
1.3422429,-0.869802,1.6513,0.91765949,0.59631939,1.58,0.17
1.3408939,-0.8549697,1.608,0.8891764,4.40906195,5.414,0.031
1.3402453,-0.8375232,1.6092,0.91765949,0.59631939,1.546,0.211
1.3386269,-0.8057912,1.5654,3.26730988,2.52731607,3.413,-0.532
1.3394517,-0.7911544,1.5515,2.39221778,3.80018838,4.693,-0.214
1.338961,-0.7560156,1.5262,2.39221778,3.80018838,4.762,-0.192
1.338961,-0.7560156,1.5262,0.91765949,0.59631939,1.406,0.331
1.3414214,-0.7388793,1.5276,0.91765949,0.59631939,1.388,0.342
1.341625,-0.7183179,1.5153,2.39221778,3.80018838,4.693,-0.18
1.341625,-0.7183179,1.5153,0.91765949,0.59631939,1.368,0.353
1.3418374,-0.7004778,1.5201,2.39221778,3.80018838,4.693,-0.183
1.3418374,-0.7004778,1.5201,0.91765949,0.59631939,1.351,0.348
1.3429789,-0.6837557,1.5161,2.39221778,3.80018838,4.617,-0.178
1.3429789,-0.6837557,1.5161,0.91765949,0.59631939,1.319,0.369
1.344799,-0.6680934,1.5073,0.91765949,0.59631939,1.308,0.376
1.3456617,-0.6504996,1.5155,3.26730988,2.52731607,3.345,-0.499
1.3456617,-0.6504996,1.5155,0.95289638,2.7093334,3.418,0.166
1.3463657,-0.6324146,1.5149,2.39221778,3.80018838,4.577,-0.185
1.3463657,-0.6324146,1.5149,0.91765949,0.59631939,1.287,0.358
1.3475784,-0.6167451,1.513,2.39221778,3.80018838,4.602,-0.183
1.3475784,-0.6167451,1.513,0.91765949,0.59631939,1.253,0.387
1.3481834,-0.5998579,1.5048,3.26730988,2.52731607,3.326,-0.497
1.3481834,-0.5998579,1.5048,0.91765949,0.59631939,1.245,0.394
1.3488134,-0.5825756,1.5037,2.39221778,3.80018838,4.546,-0.175
1.3488134,-0.5825756,1.5037,0.91765949,0.59631939,1.219,0.404
1.350438,-0.5651538,1.5099,2.39221778,3.80018838,4.502,-0.18
1.350438,-0.5651538,1.5099,0.91765949,0.59631939,1.209,0.405
1.3521493,-0.5302922,1.5009,2.39221778,3.80018838,4.514,-0.173
1.3521493,-0.5302922,1.5009,0.91765949,0.59631939,1.181,0.404
1.3516081,-0.5145828,1.4869,3.26730988,2.52731607,3.263,-0.494
1.3516081,-0.5145828,1.4869,0.91765949,0.59631939,1.149,0.431
1.3546672,-0.4979855,1.4999,2.39221778,3.80018838,4.475,-0.173
1.3546672,-0.4979855,1.4999,0.95289638,2.7093334,3.292,0.186
1.3541209,-0.4815935,1.5,2.39221778,3.80018838,4.41,-0.174
1.3541209,-0.4815935,1.5,0.91765949,0.59631939,1.118,0.439
1.3566541,-0.4641033,1.5062,0.91765949,0.59631939,1.109,0.438
1.3564556,-0.4476959,1.4998,2.39221778,3.80018838,4.416,-0.176
1.3564556,-0.4476959,1.4998,0.91765949,0.59631939,1.078,0.454
1.3577068,-0.4433992,1.4995,3.26730988,2.52731607,3.16,-0.509
1.3577068,-0.4433992,1.4995,0.91765949,0.59631939,1.083,0.439
1.3580562,-0.4139199,1.4835,2.39221778,3.80018838,4.367,-0.168
1.3580562,-0.4139199,1.4835,0.91765949,0.59631939,1.07,0.44
1.3611475,-0.3978259,1.4899,3.26730988,2.52731607,3.127,-0.507
1.3611475,-0.3978259,1.4899,0.95289638,2.7093334,3.139,0.205
1.360662,-0.380181,1.4898,2.39221778,3.80018838,4.327,-0.171
1.360662,-0.380181,1.4898,0.95289638,2.7093334,3.147,0.203
1.3638732,-0.3630608,1.4966,2.39221778,3.80018838,4.334,-0.172
1.3638732,-0.3630608,1.4966,0.95289638,2.7093334,3.104,0.204
1.3632625,-0.3473648,1.483,2.39221778,3.80018838,4.33,-0.163
1.3632625,-0.3473648,1.483,0.95289638,2.7093334,3.079,0.214
1.3656946,-0.3302877,1.4782,2.39221778,3.80018838,4.297,-0.157
1.3656946,-0.3302877,1.4782,0.95289638,2.7093334,3.081,0.222
1.3658229,-0.3129232,1.4784,4.13634588,3.60883503,4.223,-0.54
1.3658229,-0.3129232,1.4784,0.95289638,2.7093334,3.048,0.219
1.3690136,-0.2950145,1.4899,2.39221778,3.80018838,4.269,-0.17
1.3690136,-0.2950145,1.4899,0.95289638,2.7093334,3.046,0.213
1.3687208,-0.2784236,1.4825,4.13634588,3.60883503,4.2,-0.547
1.3687208,-0.2784236,1.4825,0.95289638,2.7093334,3.047,0.218
1.3715667,-0.2613023,1.487,3.26730988,2.52731607,3.007,-0.523
1.3715667,-0.2613023,1.487,0.95289638,2.7093334,3.013,0.218
1.371442,-0.2424331,1.4765,2.39221778,3.80018838,4.214,-0.162
1.371442,-0.2424331,1.4765,0.95289638,2.7093334,2.99,0.226
1.3746547,-0.2266257,1.4816,4.13634588,3.60883503,4.144,-0.543
1.3746547,-0.2266257,1.4816,0.95289638,2.7093334,2.972,0.231
1.3746675,-0.2092819,1.4732,4.13634588,3.60883503,4.2,-0.543
1.3746675,-0.2092819,1.4732,3.26730988,2.52731607,2.976,-0.514
1.3746675,-0.2092819,1.4732,2.39221778,3.80018838,4.205,-0.157
1.3746675,-0.2092819,1.4732,0.8891764,4.40906195,4.693,0.198
1.3746675,-0.2092819,1.4732,0.95289638,2.7093334,2.956,0.234
1.3769186,-0.1918505,1.4704,4.13634588,3.60883503,4.167,-0.542
1.3769186,-0.1918505,1.4704,3.26730988,2.52731607,2.965,-0.512
1.3769186,-0.1918505,1.4704,2.39221778,3.80018838,4.144,-0.157
1.3769186,-0.1918505,1.4704,0.95289638,2.7093334,2.925,0.239
1.3780981,-0.175062,1.4762,4.13634588,3.60883503,4.104,-0.547
1.3780981,-0.175062,1.4762,3.26730988,2.52731607,2.941,-0.524
1.3780981,-0.175062,1.4762,2.39221778,3.80018838,4.147,-0.158
1.3780981,-0.175062,1.4762,0.8891764,4.40906195,4.629,0.193
1.3780981,-0.175062,1.4762,0.95289638,2.7093334,2.904,0.238
1.379653,-0.1567226,1.4698,4.13634588,3.60883503,4.131,-0.544
1.379653,-0.1567226,1.4698,3.26730988,2.52731607,2.939,-0.522
1.379653,-0.1567226,1.4698,2.39221778,3.80018838,4.106,-0.154
1.379653,-0.1567226,1.4698,0.8891764,4.40906195,4.606,0.199
1.379653,-0.1567226,1.4698,0.95289638,2.7093334,2.896,0.244
1.381491,-0.140106,1.4665,0.95289638,2.7093334,2.884,0.248
1.3820149,-0.1229749,1.4477,4.13634588,3.60883503,4.144,-0.532
1.3820149,-0.1229749,1.4477,3.26730988,2.52731607,2.941,-0.511
1.3820149,-0.1229749,1.4477,2.39221778,3.80018838,4.144,-0.139
1.3820149,-0.1229749,1.4477,0.8891764,4.40906195,4.617,0.22
1.3820149,-0.1229749,1.4477,0.95289638,2.7093334,2.851,0.258
1.3903743,-0.0812733,1.2728,0.95289638,2.7093334,2.633,0.439
1.3938813,-0.0679076,1.2228,3.26730988,2.52731607,3.143,-0.302
1.3938813,-0.0679076,1.2228,0.95289638,2.7093334,2.607,0.473
1.3991488,-0.053384,1.1739,2.39221778,3.80018838,4.027,0.137
1.4056713,-0.0382954,1.128,2.39221778,3.80018838,3.971,0.182
1.4133089,-0.0217526,1.1171,2.39221778,3.80018838,3.971,0.195
1.4340244,0.0214044,1.1176,3.26730988,2.52731607,3.116,-0.184
1.4413615,0.0366878,1.1172,4.13634588,3.60883503,4.542,-0.206
1.4413615,0.0366878,1.1172,3.26730988,2.52731607,3.121,-0.184
1.4413615,0.0366878,1.1172,2.39221778,3.80018838,3.916,0.201
1.4477209,0.0504085,1.115,4.13634588,3.60883503,4.471,-0.207
1.4477209,0.0504085,1.115,3.26730988,2.52731607,3.086,-0.186
1.4477209,0.0504085,1.115,2.39221778,3.80018838,3.863,0.201
1.4560837,0.0669691,1.1177,4.13634588,3.60883503,4.471,-0.208
1.4773664,0.1123973,1.1155,3.26730988,2.52731607,3.024,-0.191
1.4849212,0.1292324,1.1163,2.39221778,3.80018838,3.784,0.205
1.4918775,0.1434741,1.1176,3.26730988,2.52731607,2.989,-0.196
1.49928,0.1594632,1.1192,4.13634588,3.60883503,4.334,-0.214
1.49928,0.1594632,1.1192,3.26730988,2.52731607,2.983,-0.194
1.49928,0.1594632,1.1192,2.39221778,3.80018838,3.764,0.206
1.5059587,0.1734467,1.1181,3.26730988,2.52731607,2.951,-0.201
1.5136994,0.1891588,1.12,4.13634588,3.60883503,4.334,-0.218
1.5136994,0.1891588,1.12,3.26730988,2.52731607,2.957,-0.197
1.5136994,0.1891588,1.12,2.39221778,3.80018838,3.764,0.208
1.5206291,0.2035819,1.1172,3.26730988,2.52731607,2.923,-0.197
1.5206291,0.2035819,1.1172,2.39221778,3.80018838,3.709,0.209
1.5420261,0.2491283,1.1187,3.26730988,2.52731607,2.886,-0.2
1.5420261,0.2491283,1.1187,2.39221778,3.80018838,3.671,0.213
1.5486157,0.2630925,1.1194,3.26730988,2.52731607,2.854,-0.202
1.5486157,0.2630925,1.1194,2.39221778,3.80018838,3.632,0.213
1.5559148,0.2782457,1.1179,3.26730988,2.52731607,2.837,-0.203
1.5559148,0.2782457,1.1179,2.39221778,3.80018838,3.622,0.215
1.5633302,0.293255,1.1198,3.26730988,2.52731607,2.843,-0.204
1.5633302,0.293255,1.1198,2.39221778,3.80018838,3.627,0.212
1.569886,0.3066276,1.2027,3.26730988,2.52731607,2.747,-0.288
1.569886,0.3066276,1.2027,2.39221778,3.80018838,3.665,0.137
1.5749949,0.3208809,1.208,3.26730988,2.52731607,2.756,-0.297
1.5749949,0.3208809,1.208,2.39221778,3.80018838,3.648,0.129
1.5749949,0.3208809,1.208,0.8891764,4.40906195,3.712,0.513
1.5801836,0.3358019,1.2108,3.26730988,2.52731607,2.735,-0.302
1.5801836,0.3358019,1.2108,2.39221778,3.80018838,3.66,0.125
1.5861637,0.3505631,1.213,3.26730988,2.52731607,2.699,-0.31
1.5861637,0.3505631,1.213,2.39221778,3.80018838,3.603,0.118
1.5912728,0.3647833,1.2537,3.26730988,2.52731607,2.679,-0.329
1.5912728,0.3647833,1.2537,2.39221778,3.80018838,3.581,0.103
1.5967649,0.3800694,1.2898,3.26730988,2.52731607,2.591,-0.385
1.5967649,0.3800694,1.2898,2.39221778,3.80018838,3.579,0.051
1.5967649,0.3800694,1.2898,0.8891764,4.40906195,3.761,0.444
1.6002142,0.394523,1.2899,3.26730988,2.52731607,2.572,-0.392
1.6002142,0.394523,1.2899,2.39221778,3.80018838,3.563,0.048
1.6002142,0.394523,1.2899,0.8891764,4.40906195,3.761,0.443
1.6002142,0.394523,1.2899,0.95289638,2.7093334,2.166,0.523
1.6093428,0.426094,1.352,0.95289638,2.7093334,2.161,0.503
1.6129699,0.4411887,1.3525,2.39221778,3.80018838,3.531,-0.01
1.6129699,0.4411887,1.3525,0.95289638,2.7093334,2.155,0.495
1.6160814,0.4575684,1.3675,3.26730988,2.52731607,2.441,-0.47
1.6160814,0.4575684,1.3675,2.39221778,3.80018838,3.494,-0.021
1.6160814,0.4575684,1.3675,0.8891764,4.40906195,3.822,0.387
1.6160814,0.4575684,1.3675,0.95289638,2.7093334,2.149,0.489
1.6198041,0.4719109,1.4086,3.26730988,2.52731607,2.357,-0.525
1.6198041,0.4719109,1.4086,2.39221778,3.80018838,3.478,-0.073
1.6198041,0.4719109,1.4086,0.8891764,4.40906195,3.863,0.338
1.6198041,0.4719109,1.4086,0.95289638,2.7093334,2.181,0.442
1.6217675,0.4869726,1.4232,3.26730988,2.52731607,2.338,-0.539
1.6217675,0.4869726,1.4232,2.39221778,3.80018838,3.448,-0.086
1.6217675,0.4869726,1.4232,0.8891764,4.40906195,3.853,0.327
1.6217675,0.4869726,1.4232,0.95289638,2.7093334,2.184,0.432
1.6236607,0.5029851,1.4268,3.26730988,2.52731607,2.335,-0.542
1.6236607,0.5029851,1.4268,2.39221778,3.80018838,3.452,-0.089
1.6236607,0.5029851,1.4268,0.8891764,4.40906195,3.863,0.325
1.6236607,0.5029851,1.4268,0.95289638,2.7093334,2.183,0.431
1.6259143,0.5170343,1.4357,3.26730988,2.52731607,2.307,-0.549
1.6259143,0.5170343,1.4357,2.39221778,3.80018838,3.423,-0.1
1.6259143,0.5170343,1.4357,0.8891764,4.40906195,3.863,0.316
1.6259143,0.5170343,1.4357,0.95289638,2.7093334,2.169,0.425
1.6272939,0.5354013,1.4472,3.26730988,2.52731607,2.319,-0.555
1.6272939,0.5354013,1.4472,2.39221778,3.80018838,3.412,-0.112
1.6272939,0.5354013,1.4472,0.8891764,4.40906195,3.863,0.304
1.6272939,0.5354013,1.4472,0.95289638,2.7093334,2.183,0.407
1.6299192,0.5505374,1.4637,2.39221778,3.80018838,3.375,-0.131
1.6299192,0.5505374,1.4637,0.8891764,4.40906195,3.848,0.29
1.6299192,0.5505374,1.4637,0.95289638,2.7093334,2.159,0.402
1.6307881,0.5683155,1.4742,2.39221778,3.80018838,3.367,-0.14
1.6307881,0.5683155,1.4742,0.8891764,4.40906195,3.863,0.283
1.6307881,0.5683155,1.4742,0.95289638,2.7093334,2.147,0.395
1.6312443,0.5862114,1.4803,0.95289638,2.7093334,2.182,0.375
1.6333195,0.6069914,1.4701,0.8891764,4.40906195,3.781,0.285
1.6333195,0.6069914,1.4701,0.95289638,2.7093334,2.112,0.4
1.6351376,0.6233194,1.4625,0.95289638,2.7093334,2.109,0.407
1.6361317,0.6402359,1.4594,0.95289638,2.7093334,2.069,0.419
1.6378858,0.6582185,1.4664,2.39221778,3.80018838,3.325,-0.127
1.6404421,0.6767569,1.4692,0.95289638,2.7093334,2.04,0.417
